,firing_rate,snr,isi_violations_ratio,isi_violations_count
145,0.7449410718256616,307.15110134021717,6.678547560703942,2
148,2.868579052701801,307.66993266290245,0.0,0
149,0.9673115410273516,307.66993266290245,5.941339674990091,3
150,0.4503002001334223,307.66993266290245,18.277701569882638,2
152,0.5170113408939293,307.66993266290245,0.0,0
153,0.15010006671114076,307.66993266290245,0.0,0
154,1.5955081165221259,307.66993266290245,2.1838312957544708,3
155,1.7456081832332666,307.66993266290245,9.122073917805995,15
156,0.6281965754947743,307.15110134021717,0.0,0
157,0.3279964420724928,307.66993266290245,0.0,0
158,1.5843895930620413,307.15110134021717,0.0,0
160,3.06315321325328,307.15110134021717,1.9749605567834096,10
161,1.7678452301534358,307.15110134021717,2.371741624144614,4
162,2.724038247720703,307.66993266290245,0.7491878384006664,3
163,2.0235712697353794,307.15110134021717,1.3576258905929235,3
165,1.9679786524349567,307.66993266290245,0.47847042676114776,1
166,0.8839226150767179,307.66993266290245,2.371741624144614,1
169,3.1632199243940406,307.66993266290245,0.0,0
170,0.8561263064265066,307.66993266290245,0.0,0
171,0.9784300644874361,307.66993266290245,3.871384297520661,2
172,1.6288636869023794,307.15110134021717,0.0,0
173,1.2953079830998444,307.66993266290245,4.417837867708007,4
174,0.17789637536135203,307.66993266290245,58.55468749999999,1
177,7.18812541694463,307.66993266290245,2.5822427743175367,72
182,1.0340226817878586,307.15110134021717,5.199445022545959,3
187,4.141649988881476,307.66993266290245,4.753371469753615,44
188,2.4961085167889703,307.66993266290245,0.8922574788815532,3
189,1.395374694240605,307.66993266290245,7.61384739924763,8
190,1.1785634867689572,307.4105270638406,1.3341046635813454,1
191,0.6559928841449856,307.66993266290245,0.0,0
192,2.0068934845452526,307.66993266290245,0.4600946892672708,1
193,7.466088503446742,307.15110134021717,1.5956984978784676,48
195,5.247943073159885,307.66993266290245,0.8747037489227233,13
197,3.6969090504780966,307.66993266290245,7.999638193227429,59
198,5.642650655992885,307.66993266290245,1.2804193258754155,22
200,11.279742050255726,307.15110134021717,0.8738739242054769,60
201,3.7802979764287303,307.66993266290245,5.316522491349481,41
202,4.29730931732266,307.15110134021717,0.6020795643391367,6
203,0.4503002001334223,307.66993266290245,0.0,0
205,0.7227040249054926,307.66993266290245,3.54792899408284,1
206,0.7782966422059151,307.66993266290245,0.0,0
209,2.929730931732266,307.15110134021717,6.476817329122994,30
212,2.4961085167889703,307.15110134021717,0.0,0
213,2.7851901267511674,307.66993266290245,2.149951593818351,9
214,1.1118523460084502,307.66993266290245,0.0,0
216,7.026906826773405,307.15110134021717,1.313516463707739,35
217,1.6566599955525907,307.66993266290245,25.657402819692805,38
220,5.9206137424949965,307.15110134021717,3.5947717604531726,68
221,1.9568601289748722,307.66993266290245,0.0,0
224,1.884589726484323,307.15110134021717,0.0,0
225,1.6121859017122526,307.15110134021717,4.277764565992866,6
226,5.431398710251279,307.15110134021717,0.7537958511475292,12
227,1.9401823437847454,307.66993266290245,4.4305054966708,9
228,0.6559928841449856,307.15110134021717,4.3062338408503305,1
229,6.765621525461419,307.66993266290245,5.0604656438607,125
230,0.600400266844563,308.1887639855877,5.140603566529492,1
231,2.4738714698688016,307.15110134021717,2.119530362327989,7
232,3.2354903268845896,307.15110134021717,0.17701727660277983,1
233,3.9137202579497443,307.15110134021717,1.8147113894628097,15
235,5.30909495219035,307.15110134021717,0.06574381184726295,1
237,3.5634867689570826,307.66993266290245,5.983143537910003,41
238,7.354903268845898,307.15110134021717,2.6034876871719543,76
240,1.1674449633088726,307.66993266290245,0.0,0
241,3.7636201912386036,307.15110134021717,4.3171608167931765,33
243,3.863686902379364,307.66993266290245,6.454986801925366,52
244,5.514787636201913,307.15110134021717,6.519616610301768,107
245,2.84078274405159,307.15110134021717,0.459250692207827,2
246,0.42250389148321105,307.66993266290245,0.0,0
249,2.4738714698688016,307.15110134021717,2.7251104658502716,9
250,6.9768734712030245,307.15110134021717,1.6369771908382404,43
251,0.08894818768067601,307.66993266290245,0.0,0
252,3.3800311318656884,307.66993266290245,0.32440270083102485,2
253,3.5523682454969983,307.4105270638406,3.524286039659973,24
254,1.6677785190126753,307.15110134021717,0.0,0
258,5.303535690460307,307.15110134021717,0.6588171178179485,10
259,3.3911496553257727,307.66993266290245,4.995323837678043,31
261,3.8470091171892373,307.66993266290245,1.1269170369875372,9
263,3.346675561485435,307.15110134021717,4.96352137393627,30
264,2.3460084500778295,307.15110134021717,4.377035556254352,13
265,3.863686902379364,307.15110134021717,0.6206718078774391,5
268,0.7671781187458305,307.66993266290245,0.0,0
269,1.022904158327774,307.66993266290245,1.7710302457466918,1
270,0.22237046920169,307.66993266290245,0.0,0
271,1.979097175895041,307.66993266290245,3.7848756470142657,8
274,0.7616188570157884,307.15110134021717,0.0,0
275,9.528574605292418,307.15110134021717,2.8165604419095125,138
276,0.3002001334222815,307.15110134021717,0.0,0
277,0.4503002001334223,308.1887639855877,0.0,0
279,2.5850567044696464,307.66993266290245,4.714163487108336,17
280,4.953302201467645,307.15110134021717,2.5679415428760732,34
281,3.546808983766956,307.66993266290245,4.861096097719165,33
282,0.1667778519012675,307.66993266290245,0.0,0
